Seed,Model,Feature_Set,Features,N_Train,N_Test,CV_R2_Mean,CV_R2_Std,Test_R2,Test_RMSE,Test_MAE
1,HistGradientBoosting,All_features,"pH, Fe, Mn, Al, SO4",218,55,0.712418920089747,0.06595344146192557,0.6067297359244418,178.77262986791288,70.21477135414314
1,RandomForest,All_features,"pH, Fe, Mn, Al, SO4",218,55,0.7900176773387061,0.18590189943823518,0.764949597772744,138.20888821247723,45.0497545454546
1,ExtraTrees,All_features,"pH, Fe, Mn, Al, SO4",218,55,0.8060643344692153,0.13617977913874643,0.7733901271902377,135.7046994652056,40.075148727272705
1,LinearRegression,Drop_Fe_keep_pH,"pH, Mn, Al, SO4",218,55,0.8187005160534332,0.1754177331809434,0.7017183851151889,155.69286731652963,48.71534409538825
1,Ridge,Drop_Fe_keep_pH,"pH, Mn, Al, SO4",218,55,0.8193279651802271,0.1749655616615708,0.7017131758274652,155.69422684618354,48.67363874355163
1,ElasticNet,Drop_Fe_keep_pH,"pH, Mn, Al, SO4",218,55,0.8192552457393936,0.17502423779444365,0.7017032287647249,155.6968228162469,48.66841181317537
1,BayesianRidge,Drop_Fe_keep_pH,"pH, Mn, Al, SO4",218,55,0.8190909987072901,0.17521482547009318,0.7017167373835803,155.6932973458905,48.68185494358046
1,SVR_RBF,Drop_Fe_keep_pH,"pH, Mn, Al, SO4",218,55,0.11820799007892571,0.08164548895237977,0.08643774581740249,272.4736740172629,90.77119224857884
1,KNN,Drop_Fe_keep_pH,"pH, Mn, Al, SO4",218,55,0.8219883265487802,0.06974261573222261,0.6927234457449734,158.0229576694507,49.35754947583674
1,GradientBoosting,Drop_Fe_keep_pH,"pH, Mn, Al, SO4",218,55,0.8055231085420871,0.19018218929456687,0.6627065196114814,165.56153618664368,49.491988141256755
1,HistGradientBoosting,Drop_Fe_keep_pH,"pH, Mn, Al, SO4",218,55,0.7240052848819648,0.060337104766691796,0.628563710704821,173.73912904559347,67.7390179555326
1,RandomForest,Drop_Fe_keep_pH,"pH, Mn, Al, SO4",218,55,0.8016970115417317,0.18622934033881625,0.7371899254099394,146.14248197552067,45.94125599999998
1,ExtraTrees,Drop_Fe_keep_pH,"pH, Mn, Al, SO4",218,55,0.7865675072468898,0.16323951936987113,0.7112621984216715,153.18184525120577,43.98643309090901
1,LinearRegression,Drop_Mn_keep_pH,"pH, Fe, Al, SO4",218,55,0.679887031132538,0.2902722038892652,0.35704567576136903,228.5838455998409,77.61544605031433
1,Ridge,Drop_Mn_keep_pH,"pH, Fe, Al, SO4",218,55,0.6819146105368964,0.2869062205798176,0.3581601583036479,228.38564863063752,77.53103789922687
1,ElasticNet,Drop_Mn_keep_pH,"pH, Fe, Al, SO4",218,55,0.6816876139662768,0.28728773507206173,0.3582583731688105,228.3681740813877,77.52088868741149
1,BayesianRidge,Drop_Mn_keep_pH,"pH, Fe, Al, SO4",218,55,0.6810715698316624,0.28797339467813565,0.3582505640344631,228.36956354425897,77.52397675886994
1,SVR_RBF,Drop_Mn_keep_pH,"pH, Fe, Al, SO4",218,55,0.10657775612114195,0.0809882038358656,0.10354515114709117,269.9104407443723,92.37952300165075
1,KNN,Drop_Mn_keep_pH,"pH, Fe, Al, SO4",218,55,0.7442691897363443,0.15078040136116536,0.33123258162235647,233.1272428276107,72.24955359993324
1,GradientBoosting,Drop_Mn_keep_pH,"pH, Fe, Al, SO4",218,55,0.7600742690315537,0.10008316982047592,0.5148650472043053,198.55771067433292,67.21520661218156
1,HistGradientBoosting,Drop_Mn_keep_pH,"pH, Fe, Al, SO4",218,55,0.6626372320735406,0.05705552783774213,0.4300803271160941,215.20992607436702,89.28936257347236
1,RandomForest,Drop_Mn_keep_pH,"pH, Fe, Al, SO4",218,55,0.777398319519824,0.11166435654132846,0.44892063481391487,211.6228450760193,66.7835029090908
1,ExtraTrees,Drop_Mn_keep_pH,"pH, Fe, Al, SO4",218,55,0.7629715634711847,0.14433327104206092,0.5378722094540695,193.79229998585208,64.3040047272726
1,LinearRegression,Drop_Al_keep_pH,"pH, Fe, Mn, SO4",218,55,0.5932842844473578,0.35464469306084634,0.7981651031666356,128.07182629036555,65.03885007083137
1,Ridge,Drop_Al_keep_pH,"pH, Fe, Mn, SO4",218,55,0.5961839182140047,0.35052074867996014,0.796473019427685,128.60755117832196,65.07759002736547
1,ElasticNet,Drop_Al_keep_pH,"pH, Fe, Mn, SO4",218,55,0.5958583296567861,0.35101310061621527,0.7963134784163077,128.6579478366634,65.07921795891141
1,BayesianRidge,Drop_Al_keep_pH,"pH, Fe, Mn, SO4",218,55,0.5962104410486189,0.35064584191063564,0.7955370897928881,128.9029163336116,65.09739205393912
1,SVR_RBF,Drop_Al_keep_pH,"pH, Fe, Mn, SO4",218,55,0.07994324423460546,0.06434950695167199,0.054561262597204285,277.1865610574405,95.2872216440449
1,KNN,Drop_Al_keep_pH,"pH, Fe, Mn, SO4",218,55,0.6653643551324515,0.2066255099437592,0.7557803140170816,140.87885340412063,54.43036401402603
1,GradientBoosting,Drop_Al_keep_pH,"pH, Fe, Mn, SO4",218,55,0.32388202502407465,0.7730462513841729,0.8309477307832216,117.2103536827248,56.339549122480804
1,HistGradientBoosting,Drop_Al_keep_pH,"pH, Fe, Mn, SO4",218,55,0.5761057761858572,0.14762786992441268,0.6004560603246223,180.19293031230072,85.25884826308398
1,RandomForest,Drop_Al_keep_pH,"pH, Fe, Mn, SO4",218,55,0.5030074918978467,0.46546621653868675,0.8177002151008553,121.71624680799552,57.842212000000025
1,ExtraTrees,Drop_Al_keep_pH,"pH, Fe, Mn, SO4",218,55,0.5146296615845557,0.5025436227651656,0.8298323580209335,117.59638312536435,56.34290836363632
